transaction_id,account_number,transaction_date,amount,currency
394621e8-be18-4cf3-a74f-7e29a6e04671,PL71180572877984258196373981,2025-08-22,118483,GBP
97a0ef4a-3c31-4e0b-aaa1-54f73ec0c5e8,PL49653542714379371154980227,2025-01-01,26663,GBP
888803c1-7d58-4934-ac0e-0fc8150a8b36,PL15509093706658147967983162,2025-12-04,242896,SEK
056bfac4-938c-48bc-85ac-71eeb68ad6e6,PL72191077341775289955480861,2025-07-05,62350,SEK
16d2e3c0-cee8-475e-8993-502d9410fef0,PL97712385615760713211284670,2025-09-15,104920,AUD
880de972-af4d-47e3-9fd9-f5f420b5227d,PL80275131855626400117656800,2025-07-08,47587,PLN
f3d87f00-54b2-4d9f-be48-4259315f82ff,PL73846878637520475900685819,2025-08-31,34697,SEK
655d63eb-00d7-454e-a5ef-a1e234489c4e,PL59625719511084990531898302,2025-02-12,19024,PLN
33bc502a-95aa-4ee5-843d-c732a8104da0,XX48606465424058493253359593,2025-06-06,110188,EUR
33a14e44-d75a-4282-8972-dd8f93537bcb,PL67789300615795991628989683,2025-08-10,221764,SEK
9b48c0bb-e140-4332-9b8b-80cb82b64d9b,PL42268846153404801733992998,2025-12-02,113092,SEK
04ee8960-c59f-4f16-9e55-2d5aed9f6ac8,PL29477160186177006181015513,2025-11-24,95558,CAD
9b42799b-9f45-47c2-9161-aa420fe52a67,PL58602817965685291169385149,2025-09-24,197432,PLN
faf0f158-8d88-468d-b67b-4fdd572f8fb5,PL32994641700773734197698033,2025-04-06,211054,SEK
ab70f4b5-451c-4eeb-b463-67d4ca383d8c,PL73338069575785773366396891,2025-12-06,231849,JPY
ed1e5d01-15f4-4c86-9719-3ce30df4e245,PL89591027955113677423617119,2025-12-19,219473,AUD
0cee4555-e7f0-49f1-b1bd-89c4d678b88e,PL44853623015040047345103908,2025-06-06,87287,CHF
e097643a-ec2d-4f4b-8152-a5abf6604a1f,PL25851910362066152995047050,2025-11-25,167717,GBP
7c4674f3-527a-48e9-a5d1-cfd486c9a05a,P81847014862922316206478896,2025-01-18,133446,EUR
17b14181-74e9-4d21-b3a2-ac0745b63da1,PL84769355098545126190279951,2025-02-11,12680,CAD
ece91441-b080-4d84-ad86-ef7451659cd5,PL56256065985155895243772582,2025-03-13,92988,JPY
46af28a9-b20e-48fd-b431-54f29fff1696,PL75824562686073606967286837,2025-01-23,26343,AUD
64f5b512-6da2-47da-8e9c-99092b6d8669,PL14691892582,2025-07-21,174968,CNY
8de70a51-62a0-425b-ad5a-f115edbd2a70,XX34507882076246273845205179,2025-02-05,227124,SEK
48841176-13d2-4333-8e54-6666ceaf67ee,PL19726114920470738873255952,2025-11-20,117943,SEK
224fd52e-4c0e-4e55-a7fc-85129a0337c8,PL96583306341029200227517292,2025-06-26,214358,USD
54121f70-c46e-40d7-bf9e-163e1b94c41f,PL42301164022240634104236174,2025-09-12,160692,GBP
b26b9fb9-4100-493f-a72d-ab4a26c6cb52,PL97987906344731668350298530,2025-06-19,5536,USD
bf1a4e16-b3fd-4e53-b43d-a2e766491e6a,PL60553059003218832551400009,2025-09-01,179071,JPY
a7fed40b-9292-4423-8502-743df5ad78cf,PL33849315021076287873119581,2025-06-23,65346,AUD
2eb6b407-0363-4724-a6d7-c5f951b006e1,PL16907666478780229602412308,2025-08-16,236554,GBP
b37f98a0-41b2-4ffd-a40a-c8db514d126a,PL77382644158913365892602819,2025-09-09,115197,JPY
3ca5a01f-7e1f-4913-b8e3-e1f1d0499ce6,PL89227144390514062491514404,2025-08-19,93724,USD
5ec2a4f2-f396-40a9-a31e-6cede8f853a2,PL81245369390,2025-04-10,176628,CNY
693f225a-bdcf-4514-be0e-65a3800334cc,PL5725434933815586831507326907549,2025-11-23,100629,EUR
86d8d7d3-ba4c-4d49-ae0e-a663f4229c76,PL16681194445032273411866677,2025-11-15,35021,USD
2d9f88ba-e4e4-4151-8176-c4be51a643a1,XX74957300388707639322187067,2025-08-09,229909,CHF
7a07c955-f97d-47f9-be4c-41ed7636058e,PL95850244795308457554042595,2025-07-07,12486,PLN
1bf4dcf1-97b3-4a81-8f7e-32d651741dad,PL71895506037825133788083372,2025-12-15,108339,EUR
b0452a5c-6777-4f73-9b34-d33ac67372b6,PL40213627525391345185206486,2025-12-28,171944,CHF
d9d293d8-1634-4336-8bda-e3c30f5fade7,PL55459923295912749890350728,2025-12-13,245503,PLN
16d19441-0752-46ec-9256-4482088e7124,PL82531475054261973360686914,2025-08-15,6076,JPY
37e4ada4-4842-43cf-afd2-78db0f7c9f7f,PL84999199596120781942799150,2025-06-06,8562,AUD
194022c7-eb4c-475e-9858-08652af83ffc,PL14902244660787408704198080,2025-10-03,200281,USD
5bc1baa2-b141-4cff-8c29-56de6ce0198e,PL52135371100797052883031716,2025-03-19,25736,GBP
3d0dc6a0-02a1-4099-ae75-ee45a2f04811,PL32773567807886435841068585,2025-02-25,137976,SEK
ec9d3434-de65-4dc7-93a0-f98f8e9f41af,PL73186079955828457152305881,2025-03-20,15392,USD
6466a3d9-599f-4ced-a637-f04ee404d6bc,PL19882025975512164968962720,2025-08-25,62995,EUR
935a61dc-51ab-4e00-9e3f-b7a2cda26fff,XX68908763843366025554991797,2025-07-27,13607,USD
9273385b-cc62-4259-84f3-60ea8e866649,PL36980795164337563068277235,2025-06-20,130903,CHF
defff9a9-d019-46a6-bdfb-0100cd0b2e0e,PL85545595304011672453260673,2025-10-16,64665,CNY
babf7701-a59d-4c97-bd6a-b4af17137cc3,PL83333867046178928672300193,2025-03-14,147598,EUR
7a72b193-b71d-43b3-8eb0-80ba05c9d53b,PL66188183210368044067121661,2025-12-09,197220,CHF
abaa2027-c66c-4a16-8c01-e8434193badc,PL11867392577205623942976811,2025-11-25,118781,CAD
392c1e22-648d-43e7-be7d-25c200d53a4f,PL18206463460853495106425684,2025-12-05,185448,CHF
add75a26-47e8-4a35-b160-84fabc46decb,PL25503889853880931956962062,2025-07-14,72737,EUR
5df9707c-4b36-49f4-a13c-59ad99582014,PL66847651682550101378543949,2025-11-01,199011,USD
174a8e46-e173-4fa8-9155-63d233ffc447,PL22184029582502091239470471,2025-11-26,94089,CAD
e662f40b-269d-4fbf-a19a-a6ae587a22e1,PL71438749642919478216097516,2025-02-20,194533,SEK
b883501e-fa3f-4c55-9eb4-4f26ff110bef,PL28744076175858589109087242,2025-02-07,162229,JPY
87e0a5c3-550c-49a3-a2be-8e1ba184dc48,PL36925246071291772144285805,2025-12-19,190758,JPY
cf049bba-f250-426c-b7c0-08388809f68b,PL19461339503414955675015635,2025-08-10,220919,EUR
9aefc269-e3c5-40e1-8e5c-d8fc90d75b70,P94247140451647860313176542,2025-02-25,14484,GBP
e468ad4e-c5be-4cac-9c07-40f549f4fa3e,PL97353359555072662871914909,2025-03-26,159559,EUR
88ff4ec0-3417-4dd8-abb7-04d20860aea0,PL32858825545230219209749813,2025-05-15,232283,JPY
868cac6c-694f-4226-8c00-8612017b831e,PL89675203722,2025-09-14,92229,AUD
bac71b6d-7a99-4fea-9405-f84c69f7ce8d,PL38369865046259462764461616,2025-08-26,155738,EUR
c9bcd59a-bfae-4661-8507-a6f0835dd2a2,PL74954299936802634590995192,2025-04-01,235952,USD
72bc6e37-6475-4059-9cf8-ccd698969410,PL88440218092425994044187298,2025-05-24,185590,AUD
19191e07-297d-4058-b7e8-f213d5d859f4,PL14991493134381750682577708,2025-06-14,43031,CHF
65b51a36-5197-487d-b737-e9a4299c49cf,PL90414105200880782419815623,2025-12-07,71945,JPY
ea1e8952-a830-462f-8869-83abcf0244f3,PL51994264503198905723922058,2025-09-30,7461,CHF
484dafa5-4c6a-40a9-9882-e7a0af5f0f4d,PL71604848207949472851485797,2025-01-09,156101,USD
5557cae9-627d-46f3-a13e-7e58f65bf62b,PL69624085518285812670474724,2025-06-03,65590,AUD
1bba4449-68fe-49fc-bed4-e2baf3683c2a,PL67270933169651245627725283,2025-06-25,147234,CNY
36a5b741-e393-4973-a99e-1bff1f8d423a,PL75552322408742223811757301,2025-01-17,247609,CNY
0fbabc78-d631-4570-8d84-7099fada69c1,PL67572989996152630922805252,2025-11-09,236605,CNY
8d064da5-575b-46f9-b05a-e166b5180f28,PL29671958759517753175691192,2025-01-12,9181,GBP
e5558d3b-853b-4830-98ec-97083ce0fbe8,PL74697240390031338982424487,2025-06-08,175843,EUR
db74e03a-8d32-4603-90f2-398f6585ac00,PL73844259134411995014815674,2025-04-07,227236,SEK
b6557411-b351-4d9e-ad16-e3ad573b1847,P54637530843803740407943562,2025-11-27,97125,CHF
12e4a645-6936-4911-924d-76883174596d,PL42165994841791078782203075,2025-04-16,90660,AUD
564112ce-8278-4eb9-bcbc-7b78a4d02280,PL71802463950857312288011398,2025-04-21,185965,GBP
10f698d9-3ff0-4d8a-96ea-4673513dbe52,PL15614707916754836759221341,2025-01-28,227629,CHF
2e68b142-5bb4-453e-90d5-5ba4b7d82739,PL81037552649,2025-07-02,222945,CNY
77888a5b-3035-4bc0-9785-68216edfffd6,PL9763619540550861694772375268391,2025-01-13,152741,PLN
d6b4406f-4fe7-46f6-a4c1-891410d69ac0,PL88376592500444652567028140,2025-01-14,62274,CHF
8126a281-8b45-4e9e-8f10-1914f1548535,PL50521207235499427424115220,2025-10-26,48793,SEK
8b18d20c-e44a-4fcb-927f-81312828c2af,PL67586112474542233011346556,2025-10-02,212908,CHF
f9eaada7-e7b8-43b1-97ad-8f671fcb88cc,PL80326366388568767316432136,2025-04-01,72662,USD
bbb6a1a6-1cb5-4a10-ad6b-5747ca35ae85,P44957278716943864466926001,2025-06-12,378,SEK
44c5dabe-d25b-4199-8bfb-00d128aed971,PL23138630080,2025-02-19,140130,CAD
16d664d1-cde7-40b7-8bf0-c96285640eb1,PL26248787622224435226311853,2025-07-04,144952,PLN
5131dd5f-2ff2-45d5-8a11-eb16cee02465,PL19805442097047585450630527,2025-07-04,222601,AUD
83997a72-f6ad-429e-8bf7-7c46457d58e1,PL45313531747934511551811931,2025-07-28,114187,USD
9e1b6d91-8039-46a4-b271-83f472bf4522,PL66426545649,2025-02-26,235375,AUD
de87d275-8721-41ad-b177-395d20d813f2,P60850807765159137360796451,2025-08-26,138638,AUD
9dabfe06-3a91-4ac4-8cce-e9c58a5694fb,PL84540477945731799685943270,2025-04-16,49830,JPY
7263c007-54f3-43fe-9835-319e24c95782,PL10153308827625262552748770,2025-02-06,105685,CAD
16651d0e-799a-4502-9d7c-86a37f218fb0,XX53827733901453865970807408,2025-05-23,156247,PLN
300c7e41-4d79-4569-8dff-980083abd39c,PL51607324400705202424384292,2025-10-26,126555,GBP
12ab48c6-a393-42a1-90a8-1b2dd29afbf6,PL1896097510480775415991283366767,2025-03-30,15121,SEK
1eff0ce5-7ea9-4609-89a4-e02ddee1a446,PL62103327198,2025-03-18,101966,USD
25c36824-d5ed-409b-bb3e-d7291aea4d49,PL82642395729076980521607355,2025-09-16,123412,CAD
12b2c2c4-bcb2-447d-baf0-d0e5219cef71,PL57165576731810038855681746,2025-06-02,125921,PLN
1a69b9d5-8608-40c4-a6df-4acf07ddcbdd,P16805539409870726440911540,2025-10-25,36580,USD
e87b5f03-0e74-4103-b70e-8b89f8cd1eb7,PL29839092283142144084392715,2025-05-13,135432,SEK
0d0247a5-fe2f-4be3-a1e7-8280ae67261a,PL50374299844267112959425772,2025-05-16,226315,USD
05f97948-9c43-4bf5-b0dc-9ae3bbd3c1ba,PL86526966363006459722685775,2025-03-30,57586,CAD
47be2d70-80c4-4f2f-ba3a-3dad061132ac,PL27951649913012082843177012,2025-12-05,121751,EUR
e9c0b125-4ad6-46f6-9dfd-6d3e910d7c3e,PL18243542526637124779701020,2025-07-22,46049,CHF
45770acd-580c-4918-8652-df9296bd0192,PL45270642991343398600091210,2025-11-28,141483,PLN
e5e2e515-e2a6-493b-a3af-6be7c56dd702,PL71557740529775353218992658,2025-03-07,124741,EUR
8e427f70-a443-4e58-b6f1-30b3748daac3,PL25124495518012314431774550,2025-07-20,130953,AUD
7c85e687-ece2-44bb-a2df-914114de049a,PL75769269474725479503899794,2025-03-21,57942,CNY
1ff178f7-9144-4a8e-bdcc-46ac8bd86311,PL53980035184827359749791447,2025-10-14,190358,PLN
4e8f8da9-002f-436a-aa6c-b0666ca8e4a1,PL77471537384381349089842980,2025-08-11,101712,CNY
7c16b093-49c4-4c89-b4ae-ecb88d086530,PL58916066492749414810438396,2025-04-29,33785,EUR
532b5428-2164-4f18-b52c-da4e3d510b53,PL2101100313739267761111623823303,2025-12-23,47864,CNY
fd08efba-631e-42dd-bd56-d484d6d2ef79,PL55412196898600499335927028,2025-12-18,224524,CAD
12bcbf4b-be0a-46e1-943a-4790bf35fdef,PL96547068802689478774133294,2025-12-02,95307,USD
9fa1164e-6d62-4835-9856-6fd816959267,PL30129060810936589707260269,2025-07-31,126970,EUR
2285cffe-8132-4108-8fd2-8af94830f7f8,PL51446397367146856705780898,2025-08-17,106404,SEK
e08dda36-9e95-4cd2-b8b4-a7a1338eecc4,PL41120384675,2025-04-13,231506,PLN
71869471-3f1a-4072-ba47-25c5e5b5afa4,PL23252032105729127429489520,2025-12-12,138172,PLN
d54a865a-345a-4954-93d7-257f576a1cf1,PL15304236423885007275544874,2025-05-08,87656,USD
824ef4db-2c3a-4fe3-b8c2-6050e202759e,P39950202488631326036633917,2025-11-08,99267,EUR
4a70cb82-42a6-4f16-bdbc-58b0d372774b,PL22541831299874648825940332,2025-01-22,16108,CHF
6d54c89d-141f-4645-87df-bfa31605c726,PL70151051190375844824175493,2025-09-11,178931,SEK
ab507ec6-52cc-4aec-8403-02f865d3df59,PL6453103021386716258012262364598,2025-11-26,218608,PLN
e6faca05-e6df-455f-ac2c-8ddeee4fa28f,PL55420966438660810833279492,2025-04-01,114940,GBP
3af906b7-58ab-4951-9ddb-065f8b60a32d,PL44382968561126151808680970,2025-07-24,227871,AUD
4fdf50cc-0d42-4a80-80b3-86c104073772,PL12977120565707318992936207,2025-09-07,68795,CAD
38277598-eea9-4a44-bc64-244c84260fb6,PL77321157592414722457709223,2025-06-26,94990,EUR
1f010559-dee8-410c-98af-5e9f73d98c48,PL80226637877291365921764487,2025-01-06,143766,CAD
eb265b35-68e4-4f56-a08c-4664b56f239d,PL70876622447111755128608534,2025-05-31,68612,JPY
684e3418-09b4-4c3e-b364-39f0c6110d25,PL34246234658321043498191525,2025-04-28,102326,EUR
8f0e59e7-58b9-48eb-bfd8-d878e700ad99,PL75821224145434471710960055,2025-09-21,172397,JPY
97a7fb03-5635-4f0e-9dd6-aeafd6eddb9a,PL68595433418893030633929386,2025-03-01,198973,GBP
ce610128-d988-46ef-a932-303196993582,PL58706919691314762538144310,2025-03-13,90890,CHF
4ede5d6a-6ee6-47c7-84c7-446dc18908ff,P34265075846667680262938029,2025-07-16,97995,USD
7a4f9809-bd81-4a7b-abb4-5d3c671e8b75,PL24341221821219600662167508,2025-05-15,26417,USD
cd56df26-8392-4fdc-a36b-e0fd919474c5,PL59694463718152758965499762,2025-11-18,224579,CNY
f2926619-f71c-4573-8121-07268fe93018,PL71137238670,2025-02-19,16790,GBP
e5993f12-cec0-4136-a01e-63040171cd87,PL15257153856081803595618863,2025-08-26,69148,CHF
96aeb61e-dc37-4e83-9fab-d180efea3e99,PL64225475067206532194961236,2025-11-20,110668,EUR
5413397f-20e4-4ea2-ad79-388b401bc093,PL81566212684570195389720366,2025-12-22,244127,JPY
b483d44b-9d20-4c31-bb77-47b47cc8aff3,PL65627305895702332563493265,2025-07-23,154296,SEK
d80c0c3f-aab1-4103-9da9-84655d4e4d13,XX98415666765995464541564535,2025-01-01,154354,EUR
09b2ac50-76de-4687-93d9-7dc998d8be60,PL41360129561684357088389908,2025-09-12,7142,AUD
d8093313-dc86-47a9-b93b-27879078244b,PL87277715283749430964502409,2025-04-11,154257,USD
a337b61d-87a8-4759-917f-195ec08c1f91,PL16182868579767763903854613,2025-05-28,138876,AUD
f38cf5ec-aeab-46ac-a2de-a93237270037,PL36117144460431708908244141,2025-05-06,190878,CHF
b1ce4e16-08d1-4137-99ed-ae6ee5b39c87,PL42420101147548427675417164,2025-10-05,66137,USD
185ced6e-6800-4a6a-890c-336e853fcc9b,PL20184035351,2025-04-08,130683,AUD
e272e830-74a4-4c10-b3c9-9bb4012006b0,PL73447615567108596715527501,2025-09-17,245547,CAD
71a24d7a-e578-4252-9cd8-94503020a5ee,PL6480603911031550810997247372829,2025-07-28,168908,CHF
0838f297-e7f2-4da8-bf82-0dc67390894f,PL3068367667164300566646190810452,2025-10-14,201895,PLN
c7ca7834-95d5-4d09-b2d0-65d611acf40f,PL48896300937493082312860645,2025-03-04,43707,JPY
80a1f39a-0354-4c07-822b-fb915b71075d,P84251611945223629530907365,2025-09-07,179945,EUR
ec80e654-d100-448b-9679-8bf314d15809,PL46169728520946352857119450,2025-12-30,50243,GBP
48528317-07c2-4129-8cdb-22f7df43a0d4,PL2721726157472078692465020616965,2025-03-27,181950,USD
9d7b9fd5-77dd-4689-9753-da6144d347b8,XX12923208269824783997779403,2025-07-06,224204,GBP
913b797a-d4d0-4ff8-814d-f44ef15e4d7e,PL75679784794,2025-10-02,51165,PLN
77d3a5b2-f3b4-403e-8618-9cc35751bfba,PL79865715190249256540930503,2025-10-15,5043,CNY
a879aa61-762b-4478-a74a-87aebc2f7d62,PL98862704128004447873829902,2025-01-26,77568,CAD
9cddf076-3665-4557-a6b1-fdfabbe1d880,PL52444644396498553508712678,2025-03-21,228412,GBP
3f201577-2103-4474-8cdb-1af9714c2e27,PL46260172723893516259205672,2025-07-31,126575,CAD
2a50c7a3-798c-4565-9bd6-d23e7435c6a7,PL49647361215641425100512333,2025-12-08,14015,CHF
0f48486e-81a7-41eb-977f-1189c3fb8618,PL48688854133271164885872464,2025-07-16,50691,JPY
18060ece-498c-461a-95c6-db560b74cd82,PL25887865911038961312011124,2025-01-28,107493,GBP
240d5451-7910-4724-b5c0-d85b99375039,PL84845557385171217144644310,2025-08-02,235136,CAD
8d90e3b3-419c-468c-8bdf-9681ec40e93f,PL50141518842733378259513374,2025-10-30,28957,CHF
0542d821-e65a-4077-b439-f2659682bffc,PL49840876242813500786032642,2025-09-16,18189,CHF
35dafdca-3b5a-47a2-b3cf-a671e303d19a,XX76508999847632429502182392,2025-08-31,107190,SEK
89a3da05-86b1-40a2-a29b-d67e1348d5ad,PL65525607767011966634438736,2025-12-12,237230,CNY
780c081a-7895-45f9-8d3d-ebb5de9d327f,PL99751653312905815575548668,2025-04-10,38119,CNY
41dc15f0-c880-47da-aa2b-4c76681187e4,PL9103722628385209063119933675595,2025-05-12,165583,USD
ddbb6b7f-75b2-4928-beb1-6d31e919f28b,PL2352639097822452111763940827285,2025-10-09,29707,SEK
84aeee1f-9090-48c9-9743-91310fe611c2,PL29548985166415421590484515,2025-02-07,130027,USD
246fd57e-fafb-41d2-8c86-38317532f6a5,PL36781303429847007318509437,2025-09-17,11342,CAD
94cef86c-4373-4c84-b924-91d6ace00e52,PL39356955877500917853751780,2025-12-24,105439,PLN
a235f936-9297-406d-86ff-bff9a7a329cd,XX75689982528649639022965887,2025-09-28,226492,CHF
87383297-b252-49fe-9205-10e48fd9d3b6,PL71963431600521560527421626,2025-08-21,141969,CHF
278fc63a-11b8-4bd1-8550-6c11320113bd,PL29942290619852235114179101,2025-03-24,183091,AUD
d84e1882-0306-4010-ac9b-9612e772ec62,PL35745326347358712270576079,2025-04-20,53903,GBP
4f21adda-2bbe-4caf-b4af-a1cdd557c593,PL70374028203,2025-03-08,28026,CHF
4a7c54f8-426c-40ca-9559-12cf4d3fdab9,PL36811534688142611239362657,2025-09-22,106100,GBP
0b824445-c000-4239-9a32-e46040670d04,PL11355835121475353298491062,2025-02-27,74312,CNY
1d3824e6-065d-49e9-afcf-fe0b2379de4e,PL85999148158258575059577712,2025-10-02,71771,PLN
c0630b92-cf9e-412f-9740-ccd6f26da8a5,XX22857937214780972888501391,2025-09-29,40594,PLN
239ceed0-d612-4eb8-bf7b-711dd5416971,PL29447754304239823122227441,2025-06-11,249743,GBP
f59fbf99-a797-40a9-8ff0-f55225179fc9,PL98473877135162352743599715,2025-12-03,198931,GBP
115a07e5-fe50-45fc-a512-17d3dfe62c5a,PL10597766217789212988842898,2025-12-23,180615,CHF
e07ea2f5-09d8-4273-a285-c2ae5d07d4cc,PL10327673872,2025-03-18,63735,CAD
88c0c768-b2a9-4459-9fa3-a865138fb891,PL62148381786647917835774466,2025-01-28,34994,USD
9d37a651-7fc8-474e-a2aa-1152f3d77baf,PL42431888400455236663232828,2025-03-14,156520,GBP
11929ff0-8dc3-49d1-820b-abc3989f013d,PL67803460002788956796785874,2025-12-28,88075,SEK
ee86bcde-0dcc-4726-a221-093dfc188ffd,PL67217645787087256943279585,2025-10-27,31866,AUD
18535d1b-6ee2-4b75-bef5-545a1c825857,PL92795536426360552959563196,2025-04-17,55218,JPY
99d29ad7-9e5a-4a7f-945c-54489b7087ca,PL43298928858547726526925904,2025-12-26,22968,CHF
c37517e9-301d-463a-885b-20348b1b04ff,PL96749521796948502554579093,2025-12-02,37118,PLN
bb166dee-0e37-42fb-a980-96737a3fc699,PL65597895867572549771155393,2025-12-20,211090,PLN
7eecbb29-839b-4683-9cf0-c3d5c58904d8,PL91470729236274268337960324,2025-07-07,115622,CNY
8aa8e678-7e89-4857-867b-a596666de78f,PL86516408750678046761226635,2025-12-21,171466,EUR
e6c1d170-7ef9-4f74-acaf-9c8434a826b4,PL64974521332816808585389592,2025-09-05,153253,AUD
d9bf3c37-6324-4131-89db-c72662b0c6a1,PL48146535110405536007417123,2025-04-25,153020,CAD
b5c0d93c-56f2-463e-8b89-0e6ac185e295,PL94740996290512645568135538,2025-12-03,10676,CHF
98f03aab-37bf-42d8-baa0-f65b7feecc0a,PL82685476347803449818859166,2025-06-10,54979,CAD
ce00bdce-fa71-490c-ba55-2bf5cfabb951,P37703850011815712680144968,2025-11-27,145944,CNY
d2177076-c52d-4556-af51-f0cdfb4022d5,XX97601048301768538329107423,2025-04-18,167510,GBP
82731405-a665-44a9-80e0-89bdb7b4927b,PL38433060491481825872485438,2025-09-13,197291,CAD
11b4905e-260a-4cd5-9369-d5cfe8a34eb7,PL85284651820194563040203717,2025-08-08,37489,SEK
56acd65f-5803-4b2f-9048-40757cfb3bcc,PL93332211409,2025-06-08,124688,PLN
5e2c9d51-b6f7-41fb-829b-fcb903d4091d,PL74113821202539617074103849,2025-02-07,174553,JPY
05e4ddaa-6973-497f-ba14-981688a9c909,PL44656156984896854090227817,2025-02-17,111280,CHF
0b554d6d-ead3-4d82-a3b7-c3423dc09e82,PL26413694382286739595813119,2025-03-09,151784,CHF
b2ab5dee-2b54-42c2-8771-664c501772e7,PL28756355932973563260185149,2025-10-05,83985,USD
2a549e89-cc91-4265-a4aa-ab5147da6d05,PL41263466973747776834333843,2025-10-13,205450,JPY
671f2539-f3d5-42b8-bd69-7a45d765f50a,PL94412512909584546473286966,2025-04-17,148590,AUD
add1a42f-aa3a-44e0-b47d-989f5d9d1367,PL53500781833253202623416411,2025-03-06,152693,PLN
db39fb0a-71b9-409d-90a3-4cee97b04180,PL35560141528628052002332304,2025-10-06,224452,USD
775b798f-3b35-4e5d-a478-df76d562a79d,PL53909418205064596851127300,2025-10-28,5704,CAD
7922b17c-ed8d-4e8b-b70f-2e9ce0bd9444,PL76810188796132862273759981,2025-05-12,33825,AUD
856947e1-13bb-4813-b1a9-1924c49bdeb8,PL70194283402,2025-08-25,82593,JPY
42dc1f7a-1a01-417b-9ff0-3585f0e99d39,PL28979721155967794181709992,2025-08-05,91987,USD
39b54e9c-8fc2-497a-832f-1c66fe6f623f,PL99228204109690706244916015,2025-06-17,188894,EUR
6dc934db-1ea8-4226-9193-877263be59ec,P12376913383837253262349337,2025-02-16,22226,JPY
c2e42eb2-5a2f-418a-9605-dc9820e82944,PL88636973999045467696258039,2025-04-17,197907,EUR
191cebcb-6196-4fe6-9063-164b0751ecb2,P74254312034490895822342246,2025-11-25,29374,EUR
6a2f5f2e-3cbc-4593-aa26-e971dec983e9,PL57748856436600427149277542,2025-05-04,3236,CNY
7bc99a56-4096-4d34-a94b-e9c54a8c74ca,PL67830045669201302210617449,2025-07-14,134033,USD
228dea7d-306a-4c91-a787-bf18c17b2647,PL66608652347695724439535433,2025-01-06,132813,CNY
781d8926-e63b-48c4-825d-ead3dc4ac61f,PL70123939056028654800277689,2025-03-20,187072,EUR
179ad0a5-826e-4d79-bc6b-3329afe167b2,PL30457763421428162845018055,2025-07-30,88580,CHF
9c987c01-560b-4c8b-948c-719e6f137561,PL37955767611385904114412977,2025-07-28,246101,JPY
90f14f0a-db66-49fe-a3dc-e77f6ac78cc6,PL14306936542260613453188049,2025-04-18,111328,USD
1d5f6ff9-c2b5-474e-8505-6f466cb82f2e,PL81542575310390959312064747,2025-02-10,48166,JPY
19b52914-d855-4aba-932f-c99d0755c49f,PL88700432963730697075622987,2025-11-27,80603,CAD
75d05793-31a1-416f-950e-64a32f8beeeb,P85746871199530648730733999,2025-04-25,13857,PLN
0126352e-20b9-4d11-a4d2-f7f259c1063a,P29773763973153322987592447,2025-04-13,222079,USD
c6ff750b-24c6-4802-b5ae-ea766750f6a6,PL17431855102268087567195482,2025-06-18,239667,JPY
27f4d13a-0a2e-4d70-b190-7f13b9cef37e,PL69502816142230403659854483,2025-11-23,88538,EUR
6f0357e6-d956-4c8c-9d33-c0de1d6b28dc,PL93207201320123572252103446,2025-08-09,149266,SEK
94fd5875-94dd-4c6a-a9b5-0e8c2bdac331,PL47695879351682646407711089,2025-11-10,80475,SEK
77e01f0d-ce8c-43a7-941b-ad3dc87fe2fb,PL87953643259690425987292093,2025-04-02,100771,PLN
228c68d9-6631-4ba3-bf61-2e422697d919,PL36770738605454708722113555,2025-05-05,152317,CAD
631d68b9-c411-4273-a254-6b2c6c7f7e5b,PL76731271622873119310374568,2025-12-19,105063,USD
a4b5757d-32d0-49c6-a4a9-61af02239e56,PL35416572949808482624779783,2025-09-12,186238,CAD
e8dedad2-067a-4af0-b557-40f31594d310,PL96198627013280109415934057,2025-12-30,40278,GBP
51b73aae-2896-44cf-aa54-916b53383721,PL37370506015852780893602996,2025-03-10,189488,PLN
0a7dc89e-81ce-4556-ae2e-849ec46aaadb,PL72236002138958438557269084,2025-08-27,193550,USD
8076d99b-bc80-4f51-aa4b-df392c142602,PL61394870965186560926998740,2025-07-10,91024,SEK
6621c740-a46a-41e5-a09c-bde9f876d7b0,PL86767732649748016225016731,2025-11-22,145273,JPY
73993f9d-1a1d-4584-bf35-75d0908484bc,PL65989615945961899704315001,2025-08-24,107337,SEK
f3f08646-fda8-4487-ae85-f4cfb8bc3fc5,PL70320929013870704871697775,2025-10-22,129758,CAD
89dd6a59-aeb4-4f84-951c-b6d4eacb2910,XX57495919668955009009842083,2025-02-09,242874,GBP
3497e3ec-c1b5-4d47-b1a1-3768936f781d,PL80115795905686516120150082,2025-04-10,84912,CAD
04c7f9d8-699d-4f70-9215-5ea5b20439d4,PL95367031799772557557320519,2025-12-03,152852,USD
32e7353e-b067-447e-a2df-083b468321bf,XX16905574111819221115039612,2025-01-02,221314,CHF
aa9f6d5e-ba6e-46e3-9e64-4d19c3adba08,PL68361619537912460412168442,2025-02-20,101538,JPY
c04cad57-a038-4376-872c-c548dd2f697b,PL21504384480428774245172376,2025-12-15,217592,PLN
5f9dda87-7ab3-440e-b255-5c853ab629a4,PL40993440932814413593917190,2025-10-12,125294,CNY
58c8b005-5908-4c31-85a1-27dd047999e8,PL2626043106807098916957589122357,2025-08-24,218770,EUR
2d690b50-1d70-4fd6-bd13-814e5ceb824f,P99200558382269415353912071,2025-04-22,72907,JPY
b3080f2c-1291-4914-ba51-cbe64bfdd494,PL62913947879860376871511897,2025-08-24,93007,CAD
